Date,Open,High,Low,Close,Volume
2016-05-05,4326.91,4333.12,4299.6,4309.48,325577586
2016-05-06,4290.35,4330.24,4282,4330.17,320827586
2016-05-09,4331.66,4361.88,4329.91,4341.23,280189655
2016-05-10,4360.73,4404.09,4351.16,4402.04,303468966
2016-05-11,4395.88,4407.93,4360.73,4361.04,320536207
2016-05-12,4376.09,4377.86,4312.88,4342.81,332836207
2016-05-13,4337.83,4364.25,4318.7,4326.53,292763793
2016-05-16,4335.33,4395.7,4329.89,4380.48,300260345
2016-05-17,4376.56,4385.06,4311.18,4322.56,331936207
2016-05-18,4314.34,4360.91,4305.73,4338.23,333465517
2016-05-19,4319.86,4331.58,4284.37,4315.58,311360345
2016-05-20,4330.07,4379.98,4329.57,4362.9,339744828
2016-05-23,4364.73,4382.4,4353.36,4355.1,321570690
2016-05-24,4381.34,4449.21,4380.46,4444.3,334875862
2016-05-25,4459.27,4488.52,4453.05,4476.43,307658621
2016-05-26,4478.57,4494.03,4469.76,4487.96,276939655
2016-05-27,4490.95,4512.54,4489.16,4512.54,259486207
2016-05-31,4513.85,4526.84,4497.65,4523.9,394025862
2016-06-01,4507.18,4530.39,4502.78,4520.07,309843103
2016-06-02,4510.81,4531.35,4488.08,4531.35,298112069
2016-06-03,4520.98,4523.36,4480.8,4509.79,292731034
2016-06-06,4517.88,4536.55,4510.33,4523.63,286868966
2016-06-07,4527.86,4532.3,4511.42,4513.09,301337931
2016-06-08,4521.1,4529.09,4505.39,4520.63,291834483
2016-06-09,4501.15,4518.5,4494.76,4512.69,281437931
2016-06-10,4473.08,4480.48,4447.33,4461.05,314172414
2016-06-13,4436.12,4461.27,4419.73,4422.76,325568966
2016-06-14,4413.71,4439.73,4392.43,4424.91,330984483
2016-06-15,4433.68,4439.61,4404.58,4409.51,310724138
2016-06-16,4387.9,4428.27,4362.16,4424.23,319270690
2016-06-17,4409.75,4409.75,4363.63,4374.38,454865517
2016-06-20,4424.11,4444.07,4397.36,4400.16,306820690
2016-06-21,4408.03,4422.66,4398.64,4413.41,292772414
2016-06-22,4415.46,4442.02,4400.88,4404.73,290037931
2016-06-23,4437.61,4467.48,4420.16,4467.48,299753448
2016-06-24,4294.8,4373.15,4274.54,4285.7,760524138
2016-06-27,4247.71,4249,4179.73,4201.06,458560345
2016-06-28,4245.32,4291.43,4245.29,4290.47,357601724
2016-06-29,4323.33,4373.97,4322.36,4364.74,364922414
2016-06-30,4378.75,4417.96,4359.58,4417.7,374341379
2016-07-01,4411.77,4453.86,4411.76,4437.45,300884483
2016-07-05,4414.35,4418.04,4386.56,4410.75,291437931
2016-07-06,4388.43,4447.23,4375.72,4444.7,323463793
2016-07-07,4451.15,4468.31,4438.8,4459.59,288408621
2016-07-08,4484.92,4529.72,4476.5,4528.36,335734483
2016-07-11,4544.33,4569.97,4544.33,4554.71,296284483
2016-07-12,4579.85,4588.24,4570.56,4577.61,321772414
2016-07-13,4589.13,4589.95,4565.7,4565.77,284624138
2016-07-14,4597.18,4604.76,4585.7,4596.49,282960345
2016-07-15,4602,4607.18,4579.83,4589.83,277637931
2016-07-18,4595.06,4627.57,4591.82,4619.68,273374138
2016-07-19,4601.68,4617.47,4595.38,4603.29,292196552
2016-07-20,4630.84,4665.67,4623.93,4657.2,323677586
2016-07-21,4662.95,4669.53,4634.07,4647.02,324191379
2016-07-22,4650.98,4670.54,4635.22,4666.07,282586207
2016-07-25,4662.9,4667.09,4650.5,4665.93,305279310
2016-07-26,4664.1,4687.9,4648.93,4672.11,351389655
2016-07-27,4711.11,4716.07,4685.11,4702.89,365905172
2016-07-28,4710.23,4725.78,4696.09,4721.41,336363793
2016-07-29,4734.7,4743.25,4715.77,4730.23,357351724
2016-08-01,4734.44,4767.24,4728.73,4756.04,321825862
2016-08-02,4748.41,4752.29,4689.55,4719.21,369312069
2016-08-03,4716.58,4734.33,4712.1,4734.33,329218966
2016-08-04,4731.54,4749.09,4719.01,4743.81,332758621
2016-08-05,4769.17,4799.86,4763.58,4791.21,347882759
2016-08-08,4791.1,4794.14,4770.22,4784.74,280077586
2016-08-09,4787.92,4811.02,4786.38,4795.75,286951724
2016-08-10,4799.83,4799.88,4771.98,4783.4,284696552
2016-08-11,4800.59,4813.36,4790.65,4803.31,260632759
2016-08-12,4794.35,4807.53,4790.49,4807.08,258900000
2016-08-15,4814.77,4837.67,4812.45,4827.12,264339655
2016-08-16,4814.21,4814.96,4796.92,4797.19,292825862
2016-08-17,4799.03,4807.05,4772.43,4805.45,301360345
2016-08-18,4802.33,4814.54,4794.29,4808.68,286048276
2016-08-19,4800.2,4816,4786.27,4806.14,281506897
2016-08-22,4797.95,4817.35,4791.06,4808.56,269001724
2016-08-23,4828.79,4836.45,4816.76,4818.48,266732759
2016-08-24,4812.5,4821.3,4770.73,4783.48,295651724
2016-08-25,4773.68,4792.47,4768,4775.43,260670690
2016-08-26,4782.46,4815.58,4758.1,4783.69,274320690
2016-08-29,4787.93,4804.42,4784.63,4791.09,244248276
2016-08-30,4787.77,4797.63,4760.28,4776,269141379
2016-08-31,4770.23,4775.19,4751.69,4771.06,303753448
2016-09-01,4774.81,4787.94,4750.24,4783.94,274572414
2016-09-02,4806.15,4816.7,4781.61,4798.74,254172414
2016-09-06,4806.66,4829.51,4797.34,4829.51,306541379
2016-09-07,4829.91,4839.59,4813.99,4831.86,323872414
2016-09-08,4816.48,4816.48,4791.22,4804,317205172
2016-09-09,4763.04,4773.77,4681.54,4681.54,380808621
2016-09-12,4656.59,4772.45,4656.51,4764.65,346139655
2016-09-13,4740,4756.2,4701.79,4722.85,357148276
2016-09-14,4726.75,4770.4,4726.75,4746.06,328048276
2016-09-15,4749.71,4826.02,4748.67,4819.9,336368966
2016-09-16,4811.79,4821.85,4794.2,4818.05,519631034
2016-09-19,4833.84,4843.76,4787.44,4796.07,308813793
2016-09-20,4813.78,4824.22,4797.78,4805.22,292274138
2016-09-21,4826.58,4858.57,4797.9,4853.75,344774138
2016-09-22,4879.28,4895.5,4876.37,4891.36,324500000
2016-09-23,4881.45,4882.42,4853.41,4858.91,303677586
2016-09-26,4830.17,4837.34,4812.32,4817.17,287848276
2016-09-27,4813.89,4868.38,4811.28,4866.71,301906897
2016-09-28,4871.84,4877.3,4850.04,4875.27,307839655
2016-09-29,4868.46,4875.52,4819.02,4838.3,334684483
2016-09-30,4856.1,4889.23,4846.91,4875.7,355137931
2016-10-03,4864.63,4872.14,4848.21,4866.63,276562069
2016-10-04,4880.57,4891.5,4841.72,4859.47,294653448
2016-10-05,4872.98,4891.35,4870.81,4877.75,302300000
2016-10-06,4871.95,4883.97,4851.53,4873.92,285175862
2016-10-07,4883.95,4884.7,4840.93,4864.52,283905172
2016-10-10,4887.73,4904.72,4885.59,4893.77,235198276
2016-10-11,4890.17,4890.17,4804.24,4821.91,314082759
2016-10-12,4824.27,4836.55,4806.33,4819.64,269989655
2016-10-13,4785.59,4816.33,4760.07,4803.1,299191379
2016-10-14,4828.9,4845.99,4806.73,4808.48,274910345
2016-10-17,4808.47,4814.88,4790.45,4796.17,245563793
2016-10-18,4849.91,4860.68,4837.31,4839.72,254212069
2016-10-19,4833.81,4845.07,4830.68,4836.61,266717241
2016-10-20,4831.31,4842.32,4805.84,4832.71,300313793
2016-10-21,4836.54,4853.61,4822.78,4851.86,284391379
2016-10-24,4884.16,4911.59,4880.77,4909.97,264132759
2016-10-25,4908.19,4911.76,4885.9,4891.46,272325862
2016-10-26,4863.52,4886.32,4846.44,4860.59,297568966
2016-10-27,4883.07,4885.83,4831.7,4836.45,330808621
2016-10-28,4820.5,4848.55,4794.07,4805.59,326891379
2016-10-31,4821.31,4823.92,4801.16,4801.27,294355172
2016-11-01,4810.3,4811.02,4726.35,4766.94,323905172
2016-11-02,4764.82,4773.65,4717.57,4726.91,363081034
2016-11-03,4718.54,4732.2,4673.06,4679.1,363400000
2016-11-04,4647.59,4697.94,4647.59,4660.46,347436207
2016-11-07,4737.98,4777.06,4731.79,4773.73,330053448
2016-11-08,4766.48,4824.97,4757.25,4804.92,299327586
2016-11-09,4748.91,4832.95,4747.35,4825.18,486993103
2016-11-10,4849.71,4855.79,4685.74,4747.03,514544828
2016-11-11,4729.14,4759.83,4711.96,4751.95,393974138
2016-11-14,4752.61,4753.27,4677.41,4702.05,408481034
2016-11-15,4733.57,4778.65,4727.98,4764.47,371810345
2016-11-16,4745.03,4794.57,4742.95,4792.27,354679310
2016-11-17,4789.79,4826.75,4781.72,4826.59,358924138
2016-11-18,4832.81,4840.81,4804.44,4808.04,320450000
2016-11-21,4822.03,4862.23,4819.57,4859,300917241
2016-11-22,4876.92,4884.63,4861.07,4873.84,325310345
2016-11-23,4856.72,4859.66,4832.59,4853.86,278748276
2016-11-25,4861.47,4870.9,4853.04,4870.02,132425862
2016-11-28,4861.73,4878.88,4852.71,4857.02,280279310
2016-11-29,4859.85,4896.57,4848.89,4873.21,308412069
2016-11-30,4876.3,4880.77,4810.81,4810.81,355936207
2016-12-01,4806.77,4810.44,4723.57,4734.1,390510345
2016-12-02,4734.38,4759.03,4721.41,4739.37,318781034
2016-12-05,4762.34,4795.29,4743.53,4778.14,310027586
2016-12-06,4786.06,4796.58,4769.39,4788.67,340491379
2016-12-07,4778.86,4854.32,4765.44,4851.94,365963793
2016-12-08,4849.75,4869.56,4843.04,4859.19,384667241
2016-12-09,4878.54,4897.24,4877.18,4895.9,351500000
2016-12-12,4878.04,4882.98,4854.27,4874.3,332337931
2016-12-13,4893.65,4960.48,4890.15,4935.84,359605172
2016-12-14,4943.64,4955.25,4910.76,4921.22,340370690
2016-12-15,4925.65,4959.9,4919.81,4933.41,361363793
2016-12-16,4945.04,4952.14,4904.38,4914.86,561681034
2016-12-19,4919.17,4963,4911.75,4934.85,290655172
2016-12-20,4948.34,4961.55,4944.32,4953.8,289317241
2016-12-21,4952.07,4957.45,4938.24,4948.91,257568966
2016-12-22,4948.36,4948.36,4917.33,4934.39,272862069
2016-12-23,4927.53,4940.04,4922.95,4940.02,197289655
2016-12-27,4948.92,4992.08,4947.59,4965.81,209805172
2016-12-28,4976.42,4978.43,4922.09,4926.29,227953448
2016-12-29,4923.92,4933.71,4903.28,4918.28,218013793
2016-12-30,4925.36,4927.16,4853.93,4863.62,267382759
2017-01-03,4900.85,4928.49,4884.52,4911.33,325206897
2017-01-04,4920.79,4944.75,4919.81,4937.21,324717241
2017-01-05,4936.35,4967.9,4935.34,4964.95,309070690
2017-01-06,4973.87,5020.7,4957.82,5007.08,294960345
2017-01-09,5013.82,5033.32,5009.45,5024.9,325086207
2017-01-10,5027.5,5049.83,5016.19,5035.17,309741379
2017-01-11,5033.88,5050.21,5012.65,5050.21,337020690
2017-01-12,5029.29,5044.36,4995.07,5041.43,310646552
2017-01-13,5047.56,5066.95,5045.92,5059.51,276743103
2017-01-17,5043.07,5053.2,5029.6,5044.65,302936207
2017-01-18,5050.26,5058.2,5039.18,5055.85,290227586
2017-01-19,5061.1,5078.41,5041.21,5051.17,311329310
2017-01-20,5070.15,5085.34,5050.02,5063.2,300055172
2017-01-23,5055.97,5073.24,5035.49,5065.7,284532759
2017-01-24,5079.61,5108.22,5068.37,5101.06,311270690
2017-01-25,5132.87,5153.18,5129,5151.47,337922414
2017-01-26,5164.13,5168.2,5148.85,5156.92,315084483
2017-01-27,5169.49,5172.43,5150.18,5168.06,286793103
2017-01-30,5146.41,5146.88,5098.34,5129.33,306394828
2017-01-31,5107.47,5116.8,5086.33,5116.77,351979310
2017-02-01,5157.84,5162.46,5128.9,5152.69,383372414
2017-02-02,5141.28,5162.56,5128.76,5147.7,357582759
2017-02-03,5153.61,5165.47,5147.58,5161.6,308079310
2017-02-06,5154.18,5167.96,5148.06,5167.96,298668966
2017-02-07,5178.85,5196.27,5174.34,5185.88,330879310
2017-02-08,5176.5,5201.57,5168.98,5196.58,335355172
2017-02-09,5200.17,5221.62,5196.07,5212.16,335144828
2017-02-10,5219.81,5234.27,5212.84,5226.69,319312069
2017-02-13,5242.49,5262.42,5241,5256.82,317243103
2017-02-14,5251.36,5271.1,5238.69,5271.07,335372414
2017-02-15,5266.13,5304.34,5264.44,5302.39,359251724
2017-02-16,5306.38,5316.79,5287.54,5300.64,335103448
2017-02-17,5295.49,5324.72,5291.7,5324.72,323375862
2017-02-21,5334.57,5353.16,5330.47,5350.73,333639655
2017-02-22,5345.18,5354.73,5335.8,5352.13,322815517
2017-02-23,5358.03,5358.53,5309.99,5332.37,324081034
2017-02-24,5305.23,5343.32,5304.01,5343.31,290220690
2017-02-27,5330.56,5347.88,5322.14,5347.55,323463793
2017-02-28,5344.18,5347.47,5316.7,5330.31,396272414
2017-03-01,5368.65,5398.43,5355.38,5390.99,381096552
2017-03-02,5386.34,5387.73,5355.53,5363.26,351856897
2017-03-03,5355.21,5373.48,5344.48,5373.48,319332759
2017-03-06,5352.61,5368.27,5338.61,5360.31,304800000
2017-03-07,5348.2,5373.26,5341.43,5351.28,314137931
2017-03-08,5351.35,5375.77,5348.73,5359.81,312151724
2017-03-09,5355.78,5370.66,5336.08,5363.98,324815517
2017-03-10,5390.46,5394.66,5364.1,5385.9,341750000
2017-03-13,5387.73,5396.39,5382.02,5394.57,310231034
2017-03-14,5382.79,5384.88,5360.7,5382.17,286753448
2017-03-15,5392.48,5426.84,5375.88,5416.25,336670690
2017-03-16,5421.46,5423.66,5399.27,5412.08,304651724
2017-03-17,5413.47,5423.28,5406.81,5408.76,548987931
2017-03-20,5406.02,5426.47,5400.16,5413.31,298370690
2017-03-21,5433.28,5439.58,5328.72,5332.53,377946552
2017-03-22,5332.64,5372.27,5327.25,5367.56,320289655
2017-03-23,5356.71,5375.43,5346.3,5355.14,300455172
2017-03-24,5376.74,5392.28,5345.94,5364,317572414
2017-03-27,5320.97,5383.22,5316.02,5374.27,288062069
2017-03-28,5371.9,5422.25,5363.29,5407.21,313941379
2017-03-29,5410.14,5433.36,5405.1,5430.27,296324138
2017-03-30,5430.31,5446.51,5425.3,5439.74,297201724
2017-03-31,5430.99,5451.5,5427.5,5436.23,328068966
2017-04-03,5440.2,5453.44,5403.31,5432.2,319689655
2017-04-04,5415.53,5441.34,5415.3,5440.41,308765517
2017-04-05,5447.27,5479.86,5409.04,5418.52,380084483
2017-04-06,5423.65,5435.06,5407.88,5420.88,318241379
2017-04-07,5420.94,5434.18,5400.08,5418.37,291750000
2017-04-10,5423.57,5442.71,5406.58,5421.68,281046552
2017-04-11,5413.91,5422.79,5359.14,5398.4,314077586
2017-04-12,5394.61,5399.55,5370.24,5377.03,286027586
2017-04-13,5370.69,5398.99,5353.59,5353.59,272736207
2017-04-17,5369.21,5399.2,5367.59,5399.2,238153448
2017-04-18,5383.73,5405.54,5377.91,5391.66,277391379
2017-04-19,5416.3,5431,5392.28,5399.64,302175862
2017-04-20,5422.47,5455.88,5413.32,5443.53,301570690
2017-04-21,5447.28,5450.81,5430.22,5442.05,297105172
2017-04-24,5503.27,5513.57,5494.46,5508.03,316650000
2017-04-25,5523.48,5557.93,5521.52,5548.19,326798276
2017-04-26,5553.6,5563.97,5537.99,5541.09,326587931
2017-04-27,5555.27,5573.26,5551.55,5571.28,323568966
2017-04-28,5598.47,5600,5575.21,5583.53,343993103
2017-05-01,5602.44,5640.48,5600.31,5629.63,302931034
2017-05-02,5642.41,5645.08,5625.49,5644.07,370125862
2017-05-03,5624.88,5629.78,5608.16,5625.16,370579310
2017-05-04,5623.57,5633.5,5606.05,5626.32,354529310
2017-05-05,5640.78,5646.09,5619.61,5646.09,327512069
2017-05-08,5649.18,5659.07,5638,5659.07,329260345
2017-05-09,5667.98,5691.21,5664,5678.31,344394828
2017-05-10,5681.33,5683.64,5661.45,5681.68,363448276
2017-05-11,5662.59,5675.5,5637.4,5674.22,336363793
2017-05-12,5683.58,5687.42,5672.04,5686.81,300165517
2017-05-15,5687.97,5706.61,5683.1,5704.48,319101724
2017-05-16,5715.15,5724.71,5699.41,5724.44,344712069
2017-05-17,5673.62,5688.74,5578.16,5580.55,404737931
2017-05-18,5569.81,5645.08,5568.47,5626.31,367503448
2017-05-19,5640.71,5673.63,5640.68,5651.56,328537931
2017-05-22,5662.95,5701.05,5661.59,5699.4,297625862
2017-05-23,5714.94,5716.55,5690.2,5703.35,294113793
2017-05-24,5720.83,5732.57,5705.17,5730.3,287250000
2017-05-25,5748.29,5793.13,5738.82,5778.38,304774138
2017-05-26,5782.17,5790.2,5771.71,5788.36,270868966
2017-05-30,5785.38,5799.98,5781.37,5794.63,291117241
2017-05-31,5812.97,5813.26,5762.56,5788.8,380931034
2017-06-01,5804.16,5816.6,5779.89,5816.51,335105172
2017-06-02,5834.41,5881.46,5825.74,5881.46,313793103
2017-06-05,5881.22,5888.92,5871.09,5878.12,299968966
2017-06-06,5869.48,5890.88,5848.32,5856.77,325808621
2017-06-07,5871.77,5883.19,5845.97,5877.59,314184483
2017-06-08,5894.75,5895.18,5852.65,5885.3,367031034
2017-06-09,5891.66,5897.69,5657.76,5741.94,543456897
2017-06-12,5677.16,5716.2,5633.34,5708.18,445955172
2017-06-13,5740.21,5760.54,5709.17,5751.82,355536207
2017-06-14,5774.12,5774.2,5682.35,5727.07,334558621
2017-06-15,5661.36,5707.37,5634.58,5700.89,320367241
2017-06-16,5694.21,5695.74,5656.62,5681.48,538041379
2017-06-19,5729.54,5776.37,5724.49,5772.22,340856897
2017-06-20,5763,5772.17,5725.01,5726.31,443125862
2017-06-21,5740.58,5784.92,5737.01,5782.39,414041379
2017-06-22,5787.43,5802.46,5767.88,5779.87,374181034
2017-06-23,5775.04,5810.31,5759.7,5803.11,466310345
2017-06-26,5832.31,5845.16,5765.87,5777.59,370798276
2017-06-27,5752.72,5761.04,5671.6,5671.6,376177586
2017-06-28,5693.48,5757.23,5660.53,5753.03,356793103
2017-06-29,5723.31,5723.66,5599.44,5653.02,414181034
2017-06-30,5676.4,5681.9,5637.74,5646.92,344539655
2017-07-03,5680.36,5684.98,5592.53,5596.96,188106897
2017-07-05,5611,5663.59,5593.66,5648.82,322781034
2017-07-06,5606.42,5628.84,5579.64,5597.91,343205172
2017-07-07,5618.85,5673.02,5618.85,5656.47,293212069
2017-07-10,5662.71,5708.62,5650.26,5694.15,288874138
2017-07-11,5687.03,5717.91,5667.27,5709.8,311743103
2017-07-12,5757.2,5785,5749.65,5778.95,313887931
2017-07-13,5785.32,5806.18,5776.62,5793.36,311001724
2017-07-14,5815.04,5844.8,5799.85,5838.08,277262069
2017-07-17,5845.82,5860.65,5830.25,5839.74,268625862
2017-07-18,5832.92,5880.55,5818.2,5880.1,303862069
2017-07-19,5898.4,5922.37,5895.54,5916.16,321191379
2017-07-20,5929.58,5932.61,5896.61,5921.22,313600000
2017-07-21,5905.59,5921.52,5890.25,5921.53,309844828
2017-07-24,5920.93,5950.57,5912.74,5941.37,299227586
2017-07-25,5927.1,5945.06,5916.29,5930.65,331936207
2017-07-26,5944.16,5954.38,5939.17,5950.73,342765517
2017-07-27,5994.02,5995.77,5847.05,5917.03,428200000
2017-07-28,5883.7,5918.31,5868.92,5908.92,320822414
2017-07-31,5928.68,5932.37,5871.79,5880.33,326156897
2017-08-01,5900.65,5905.29,5880.45,5895.17,312515517
2017-08-02,5934.07,5936.15,5859.62,5914.23,362781034
2017-08-03,5915.73,5917.47,5879.72,5891.2,364386207
2017-08-04,5899.69,5912.56,5877.06,5899.91,328822414
2017-08-07,5909.45,5936.79,5903.75,5934.73,293370690
2017-08-08,5922.64,5972.93,5910.5,5926.35,330115517
2017-08-09,5879.56,5920.97,5866.17,5919.39,350648276
2017-08-10,5880.14,5887.27,5783.36,5788.19,380120690
